County Name,Facility_Name,Full_Address,State,Total,latitudes,longitudes
HOOD RIVER,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,"810 12TH STREET,HOOD RIVER,HOOD RIVER,OR",OR,132,45.7051231,-121.524199
UMATILLA,ST ANTHONY HOSPITAL,"2801 ST ANTHONY WAY,PENDLETON,UMATILLA,OR",OR,1381,45.6486946,-118.8125465
UNION,GRANDE RONDE HOSPITAL,"900 SUNSET DRIVE,LA GRANDE,UNION,OR",OR,21074,45.3189135,-118.1057838
LINN,SAMARITAN LEBANON COMMUNITY HOSPITAL,"525 N SANTIAM HIGHWAY,LEBANON,LINN,OR",OR,1827,44.6144332,-121.9484586
JEFFERSON,ST CHARLES MADRAS,"470 NE A STREET,MADRAS,JEFFERSON,OR",OR,26142,44.6380802,-121.1207427
UMATILLA,GOOD SHEPHERD MEDICAL CENTER,"610 NW 11TH STREET,HERMISTON,UMATILLA,OR",OR,1381,45.8478355,-119.3083124
MULTNOMAH,SHRINERS HOSPITAL FOR CHILDREN-PORTLAND,"3101 SW SAM JACKSON PARK ROAD,PORTLAND,MULTNOMAH,OR",OR,3566,45.5011374,-122.6843672
MARION,OREGON STATE HOSPITAL DISTINCT PART,"2600 CENTER STREET NE,SALEM,MARION,OR",OR,22462,44.938162,-123.0028306
WASHINGTON,CEDAR HILLS HOSPITAL,"10300 SW EASTRIDGE STREET,PORTLAND,WASHINGTON,OR",OR,17929,45.52345,-122.67621
LACKAWANNA,GEISINGER-COMMUNITY MEDICAL CENTER,"1822 MULBERRY STREET,SCRANTON,LACKAWANNA,PA",PA,1808,41.4008848,-75.6463014
ALLEGHENY,UPMC MCKEESPORT HOSPITAL,"1500 FIFTH AVENUE,MC KEESPORT,ALLEGHENY,PA",PA,6435,40.46883,-79.98119
MONTOUR,GEISINGER MEDICAL CENTER,"100 NORTH ACADEMY AVENUE,DANVILLE,MONTOUR,PA",PA,86,39.735599,-77.469171
LAWRENCE,ELLWOOD CITY MEDICAL CENTER,"724 PERSHING STREET,ELLWOOD CITY,LAWRENCE,PA",PA,1669,40.8697892,-80.2755707
ERIE,SAINT VINCENT HOSPITAL,"232 WEST 25TH STREET,ERIE,ERIE,PA",PA,9210,42.1116281,-80.0801515
MONTGOMERY,ABINGTON HEALTH LANSDALE HOSPITAL,"100 MEDICAL CAMPUS DRIVE,LANSDALE,MONTGOMERY,PA",PA,41558,40.475158,-77.78181
UNION,EVANGELICAL COMMUNITY HOSPITAL,"ONE HOSPITAL DRIVE,LEWISBURG,UNION,PA",PA,21074,40.284994,-76.17974
LAWRENCE,UPMC JAMESON,"1211 WILMINGTON AVENUE,NEW CASTLE,LAWRENCE,PA",PA,1669,40.296261,-79.959681
PHILADELPHIA,KENSINGTON HOSPITAL,"136 W DIAMOND STREET,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,39.9817672,-75.1347068
PHILADELPHIA,CHESTNUT HILL HOSPITAL,"8835 GERMANTOWN AVE,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.079501,-75.212133
PHILADELPHIA,TEMPLE UNIVERSITY HOSPITAL,"3401 NORTH BROAD STREET,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.0053079,-75.1508235
ALLEGHENY,UPMC MERCY,"1400 LOCUST STREET,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.4363792,-79.9854929
SCHUYLKILL,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,"420 SOUTH JACKSON STREET,POTTSVILLE,SCHUYLKILL,PA",PA,824,40.6838763,-76.1886138
ALLEGHENY,ALLEGHENY VALLEY HOSPITAL,"1301 CARLISLE ST,NATRONA,ALLEGHENY,PA",PA,6435,40.6186374,-79.7366769
BUCKS,ST LUKES QUAKERTOWN HOSPITAL,"1021 PARK AVENUE,QUAKERTOWN,BUCKS,PA",PA,6387,40.438722,-75.3488628
BEAVER,HERITAGE VALLEY BEAVER,"1000 DUTCH RIDGE ROAD,BEAVER,BEAVER,PA",PA,1013,40.7119797,-80.3215881
ALLEGHENY,HERITAGE VALLEY SEWICKLEY,"720 BLACKBURN ROAD,SEWICKLEY,ALLEGHENY,PA",PA,6435,40.5425475,-80.1780612
SOMERSET,UPMC SOMERSET,"225 SOUTH CENTER AVENUE,SOMERSET,SOMERSET,PA",PA,5303,40.0062571,-79.0777723
FAYETTE,UNIONTOWN HOSPITAL,"500 WEST BERKELEY STREET,UNIONTOWN,FAYETTE,PA",PA,4287,39.9010384,-79.7390442
WASHINGTON,"WASHINGTON HOSPITAL, THE","155 WILSON AVENUE,WASHINGTON,WASHINGTON,PA",PA,17929,40.1837459,-80.246171
BERKS,READING HOSPITAL,"420 S 5TH AVENUE,WEST READING,BERKS,PA",PA,4845,40.330642,-75.9501711
LYCOMING,WILLIAMSPORT REGIONAL MEDICAL CENTER,"700 HIGH STREET,WILLIAMSPORT,LYCOMING,PA",PA,274,41.2472973,-77.0151608
YORK,YORK HOSPITAL,"1001 SOUTH GEORGE STREET,YORK,YORK,PA",PA,5320,39.9452704,-76.7182407
MIFFLIN,GEISINGER-LEWISTOWN HOSPITAL,"400 HIGHLAND AVENUE,LEWISTOWN,MIFFLIN,PA",PA,82,40.581524,-77.702874
NORTHAMPTON,ST LUKE'S HOSPITAL BETHLEHEM,"801 OSTRUM STREET,BETHLEHEM,NORTHAMPTON,PA",PA,4162,40.650605,-75.456122
ALLEGHENY,ALLEGHENY GENERAL HOSPITAL,"320 EAST NORTH AVENUE,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.4569695,-80.0033114
HUNTINGDON,PENN HIGHLANDS HUNTINDON,"1225 WARM SPRINGS AVE,HUNTINGDON,HUNTINGDON,PA",PA,269,40.4939717,-78.0113076
BUCKS,GRAND VIEW HOSPITAL,"700 LAWN AVENUE,SELLERSVILLE,BUCKS,PA",PA,6387,40.3624445,-75.3271409
BLAIR,"NASON MEDICAL CENTER, LLC","105 NASON DRIVE,ROARING SPRING,BLAIR,PA",PA,142,40.3388594,-78.3884594
ERIE,UPMC HAMOT HOSPITAL,"201 STATE STREET,ERIE,ERIE,PA",PA,9210,42.1346209,-80.0866224
ADAMS,GETTYSBURG HOSPITAL,"147 GETTYS STREET,GETTYSBURG,ADAMS,PA",PA,7059,39.8246028,-77.2351174
LEBANON,GOOD SAMARITAN HOSPITAL,"FOURTH AND WALNUT STREETS,LEBANON,LEBANON,PA",PA,1500,40.335313,-76.475032
DAUPHIN,PINNACLE HEALTH HOSPITALS,"409 SOUTH SECOND STREET,HARRISBURG,DAUPHIN,PA",PA,2420,40.566277,-76.705972
LANCASTER,HEART OF LANCASTER REGIONAL MEDICAL CENTER,"1500 HIGHLANDS DRIVE,LITITZ,LANCASTER,PA",PA,8346,40.053844,-76.305191
BUCKS,LOWER BUCKS HOSPITAL,"501 BATH ROAD,BRISTOL,BUCKS,PA",PA,6387,40.1049723,-74.8671927
BLAIR,UPMC ALTOONA,"620 HOWARD AVENUE,ALTOONA,BLAIR,PA",PA,142,40.5225127,-78.398237
BRADFORD,ROBERT PACKER HOSPITAL,"ONE GUTHRIE SQUARE,SAYRE,BRADFORD,PA",PA,262,40.100577,-75.704331
PHILADELPHIA,JEANES HOSPITAL,"7600 CENTRAL AVENUE,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.06945,-75.0863085
DELAWARE,DELAWARE COUNTY MEMORIAL HOSPITAL,"501 NORTH LANSDOWNE AVE,DREXEL HILL,DELAWARE,PA",PA,9808,39.9550165,-75.2827023
ALLEGHENY,WEST PENN HOSPITAL,"4800 FRIENDSHIP AVENUE,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.4612409,-79.9460901
VENANGO,UPMC NORTHWEST,"100 FAIRFIELD DRIVE,SENECA,VENANGO,PA",PA,51,41.915515,-79.639269
BERKS,ST JOSEPH MEDICAL CENTER,"2500 BERNVILLE ROAD,READING,BERKS,PA",PA,4845,40.370024,-75.961205
MONTGOMERY,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,"1648 HUNTINGDON PIKE,MEADOWBROOK,MONTGOMERY,PA",PA,41558,40.1102371,-75.08268
LANCASTER,LANCASTER GENERAL HOSPITAL,"555 NORTH DUKE STREET,LANCASTER,LANCASTER,PA",PA,8346,40.047535,-76.3042918
YORK,UPMC MEMORIAL,"1701 INNOVATION DRIVE,YORK,YORK,PA",PA,5320,39.9815246,-76.7677686
ALLEGHENY,UPMC ST MARGARET,"815 FREEPORT ROAD,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.4888977,-79.8960553
ALLEGHENY,UPMC PASSAVANT,"9100 BABCOCK BOULEVARD,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.44062,-79.99589
PHILADELPHIA,HOSPITAL OF UNIV OF PENNSYLVANIA,"34TH & SPRUCE STS,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,39.955843,-75.191464
SOMERSET,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,"600 SOMERSET AVENUE,WINDBER,SOMERSET,PA",PA,5303,40.2431488,-78.8367717
ALLEGHENY,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,"300 HALKET STREET,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.4373688,-79.9612807
PHILADELPHIA,ARIA HEALTH,"10800 KNIGHTS ROAD,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.070111,-74.9818358
MONTGOMERY,SUBURBAN COMMUNITY HOSPITAL,"2701 DEKALB PIKE,NORRISTOWN,MONTGOMERY,PA",PA,41558,40.1295215,-75.3246387
BEDFORD,UPMC BEDFORD MEMORIAL,"10455 LINCOLN HIGHWAY,EVERETT,BEDFORD,PA",PA,984,40.024695,-78.45604
LACKAWANNA,MOSES TAYLOR HOSPITAL,"700 QUINCY AVENUE,SCRANTON,LACKAWANNA,PA",PA,1808,41.410128,-75.650372
MONTGOMERY,POTTSTOWN HOSPITAL,"1600 EAST HIGH STREET,POTTSTOWN,MONTGOMERY,PA",PA,41558,40.2424753,-75.612669
WAYNE,WAYNE MEMORIAL HOSPITAL,"601 PARK STREET,HONESDALE,WAYNE,PA",PA,29753,41.576065,-75.2603474
LEHIGH,LEHIGH VALLEY HOSPITAL,"1200 SOUTH CEDAR CREST BOULEVARD,ALLENTOWN,LEHIGH,PA",PA,4564,40.585384,-75.523269
LUZERNE,WILKES-BARRE GENERAL HOSPITAL,"575 NORTH RIVER STREET,WILKES-BARRE,LUZERNE,PA",PA,3071,41.2581907,-75.8667872
FRANKLIN,WAYNESBORO HOSPITAL,"501 EAST MAIN ST,WAYNESBORO,FRANKLIN,PA",PA,22231,39.7514971,-77.568502
MONTGOMERY,BRYN MAWR HOSPITAL,"130 SOUTH BRYN MAWR AVE,BRYN MAWR,MONTGOMERY,PA",PA,41558,41.318328,-77.472899
PHILADELPHIA,ALBERT EINSTEIN MEDICAL CENTER,"5501 OLD YORK ROAD,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.0368481,-75.1415887
WESTMORELAND,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,"532 WEST PITTSBURGH STREET,GREENSBURG,WESTMORELAND,PA",PA,1361,40.3008873,-79.554916
WARREN,WARREN GENERAL HOSPITAL,"TWO CRESCENT PARK WEST,WARREN,WARREN,PA",PA,7029,41.843033,-79.150261
WASHINGTON,MONONGAHELA VALLEY HOSPITAL,"1163 COUNTRY CLUB ROAD,MONONGAHELA,WASHINGTON,PA",PA,17929,40.1845332,-79.9159826
GREENE,WASHINGTON HEALTH SYSTEM GREENE,"350 BONAR AVENUE,WAYNESBURG,GREENE,PA",PA,3028,39.97925,-75.574268
FRANKLIN,CHAMBERSBURG HOSPITAL,"112 NORTH SEVENTH STREET,CHAMBERSBURG,FRANKLIN,PA",PA,22231,39.934896,-77.647424
DELAWARE,MERCY CATHOLIC MEDICAL CENTER- MERCY FITZGERALD,"1500 LANSDOWNE  AVE,DARBY,DELAWARE,PA",PA,9808,39.91845,-75.25907
ALLEGHENY,HERITAGE VALLEY KENNEDY,"25 HECKEL ROAD,MCKEES ROCKS,ALLEGHENY,PA",PA,6435,40.46562,-80.06561
WASHINGTON,CANONSBURG GENERAL HOSPITAL,"100 MEDICAL BOULEVARD,CANONSBURG,WASHINGTON,PA",PA,17929,40.238828,-75.615524
NORTHAMPTON,EASTON HOSPITAL,"250 SOUTH 21ST STREET,EASTON,NORTHAMPTON,PA",PA,4162,40.691168,-75.496921
ARMSTRONG,ACMH HOSPITAL,"ONE NOLTE DRIVE,KITTANNING,ARMSTRONG,PA",PA,122,40.81645,-79.52199
ALLEGHENY,UPMC PRESBYTERIAN SHADYSIDE,"200 LOTHROP STREET,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.4427264,-79.9606467
BUTLER,BUTLER MEMORIAL HOSPITAL,"ONE HOSPITAL WAY,BUTLER,BUTLER,PA",PA,4012,40.8672256,-79.8790306
INDIANA,INDIANA REGIONAL MEDICAL CENTER,"835 HOSPITAL ROAD,INDIANA,INDIANA,PA",PA,180,40.6072635,-79.156312
PHILADELPHIA,THOMAS JEFFERSON UNIVERSITY HOSPITAL,"111 SOUTH 11TH STREET,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,39.9493479,-75.1580147
MERCER,UPMC HORIZON,"110 NORTH MAIN STREET,GREENVILLE,MERCER,PA",PA,8583,41.4119323,-80.3719535
DELAWARE,CROZER CHESTER MEDICAL CENTER,"ONE MEDICAL CENTER BOULEVARD,UPLAND,DELAWARE,PA",PA,9808,39.857044,-75.3665943
SCHUYLKILL,ST LUKE'S MINERS MEMORIAL HOSPITAL,"360 W RUDDLE STREET,COALDALE,SCHUYLKILL,PA",PA,824,40.8214669,-75.9141078
FAYETTE,HIGHLANDS HOSPITAL,"401 EAST MURPHY AVENUE,CONNELLSVILLE,FAYETTE,PA",PA,4287,40.0229469,-79.5861392
LUZERNE,LEHIGH VALLEY HOSPITAL - HAZLETON,"700 EAST BROAD STREET,HAZLETON,LUZERNE,PA",PA,3071,40.9495904,-75.9641004
WYOMING,TYLER MEMORIAL HOSPITAL,"5950 STATE ROUTE 6 WEST,TUNKHANNOCK,WYOMING,PA",PA,164,41.309259,-75.8303
MONTGOMERY,MAIN LINE HOSPITAL LANKENAU,"100 LANCASTER AVE,WYNNEWOOD,MONTGOMERY,PA",PA,41558,40.014327,-75.3038417
LEHIGH,ST LUKE'S HOSPITAL - SACRED HEART CAMPUS,"421 CHEW STREET,ALLENTOWN,LEHIGH,PA",PA,4564,40.6072252,-75.4708347
ERIE,MILLCREEK COMMUNITY HOSPITAL,"5515 PEACH STREET,ERIE,ERIE,PA",PA,9210,42.074697,-80.0922571
JEFFERSON,PUNXSUTAWNEY AREA HOSPITAL,"81 HILLCREST DRIVE,PUNXSUTAWNEY,JEFFERSON,PA",PA,26142,40.141484,-75.32799
MONROE,LEHIGH VALLEY HOSPITAL - POCONO,"206 EAST BROWN STREET,EAST STROUDSBURG,MONROE,PA",PA,10026,40.9923765,-75.1749286
BUCKS,DOYLESTOWN HOSPITAL,"595 WEST STATE ST,DOYLESTOWN,BUCKS,PA",PA,6387,40.3067939,-75.1465981
PHILADELPHIA,NAZARETH HOSPITAL,"2601 HOLME AVE,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.0601668,-75.0400552
MERCER,SHARON REGIONAL HEALTH SYSTEM,"740 EAST STATE STREET,SHARON,MERCER,PA",PA,8583,41.2324728,-80.4964194
WESTMORELAND,EXCELA HEALTH - FRICK HOSPITAL,"508 SOUTH CHURCH STREET,MOUNT PLEASANT,WESTMORELAND,PA",PA,1361,40.1452686,-79.5496405
WESTMORELAND,EXCELA HEALTH LATROBE HOSPITAL,"ONE MELLON WAY,LATROBE,WESTMORELAND,PA",PA,1361,40.330129,-79.67103
DELAWARE,RIDDLE MEMORIAL HOSPITAL,"1068 WEST BALTIMORE PIKE,MEDIA,DELAWARE,PA",PA,9808,39.91678,-75.38769
PHILADELPHIA,PENN PRESBYTERIAN MEDICAL CENTER,"51 NORTH 39TH STREET,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,39.9584948,-75.1993287
LANCASTER,WELLSPAN EPHRATA COMMUNITY HOSPITAL,"169 MARTIN AVENUE,EPHRATA,LANCASTER,PA",PA,8346,40.1875114,-76.1820552
PHILADELPHIA,PENNSYLVANIA HOSPITAL,"800 SPRUCE STREET,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,39.9453079,-75.15567
ALLEGHENY,ST CLAIR HOSPITAL,"1000 BOWER HILL ROAD,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.44062,-79.99589
MONTGOMERY,ABINGTON MEMORIAL HOSPITAL,"1200 OLD YORK ROAD,ABINGTON,MONTGOMERY,PA",PA,41558,40.1196538,-75.120194
YORK,UPMC PINNACLE HANOVER,"300 HIGHLAND AVE,HANOVER,YORK,PA",PA,5320,39.8087112,-76.9827234
BRADFORD,GUTHRIE TOWANDA MEMORIAL HOSPITAL,"91 HOSPITAL DRIVE,TOWANDA,BRADFORD,PA",PA,262,41.7839671,-76.4475528
LACKAWANNA,REGIONAL HOSPITAL OF SCRANTON,"746 JEFFERSON AVENUE,SCRANTON,LACKAWANNA,PA",PA,1808,41.4129445,-75.6537501
DAUPHIN,MILTON S HERSHEY MEDICAL CENTER,"500 UNIVERSITY DRIVE,HERSHEY,DAUPHIN,PA",PA,2420,40.2637095,-76.6748222
BUCKS,ST MARY MEDICAL CENTER,"LANGHORNE-NEWTOWN RD,LANGHORNE,BUCKS,PA",PA,6387,40.17455,-74.92267
ALLEGHENY,JEFFERSON HOSPITAL,"565 COAL VALLEY ROAD,JEFFERSON HILLS,ALLEGHENY,PA",PA,6435,40.3184899,-79.9334482
MERCER,GROVE CITY MEDICAL CENTER,"631 NORTH BROAD STREET EXT.,GROVE CITY,MERCER,PA",PA,8583,41.296056,-80.296626
ALLEGHENY,FORBES HOSPITAL,"2570 HAYMAKER ROAD,MONROEVILLE,ALLEGHENY,PA",PA,6435,40.4289169,-79.7482277
LUZERNE,GEISINGER WYOMING VALLEY MEDICAL CENTER,"1000 EAST MOUNTAIN BOULEVARD,WILKES BARRE,LUZERNE,PA",PA,3071,39.988099,-79.967169
MONTGOMERY,VALLEY FORGE MEDICAL CENTER AND HOSPITAL,"1033 W GERMANTOWN PIKE,NORRISTOWN,MONTGOMERY,PA",PA,41558,40.214589,-75.103731
MONTGOMERY,EAGLEVILLE HOSPITAL,"100 EAGLEVILLE RD,EAGLEVILLE,MONTGOMERY,PA",PA,41558,40.157707,-75.4102324
PHILADELPHIA,HAHNEMANN UNIVERSITY HOSPITAL,"230 NORTH BROAD STREET,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,39.9568729,-75.1635475
PHILADELPHIA,ROXBOROUGH MEMORIAL HOSPITAL,"5800 RIDGE AVE,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.0289632,-75.2092998
MERCER,EDGEWOOD SURGICAL HOSPITAL,"239 EDGEWOOD DRIVE EXTENSION,TRANSFER,MERCER,PA",PA,8583,41.330158,-80.417542
PHILADELPHIA,EASTERN REGIONAL MEDICAL CENTER,"1331 EAST WYOMING AVENUE,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.0197182,-75.0987935
NORTHAMPTON,COORDINATED HEALTH ORTHOPEDIC HOSPITAL,"2310 HIGHLAND AVENUE,BETHLEHEM,NORTHAMPTON,PA",PA,4162,40.6728502,-75.3656005
BERKS,SURGICAL INSTITUTE OF READING,"2752 CENTURY BOULEVARD,WYOMISSING,BERKS,PA",PA,4845,40.32954,-75.96521
LEHIGH,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,"1503 CEDAR CREST BOULEVARD,ALLENTOWN,LEHIGH,PA",PA,4564,40.60843,-75.49018
BUCKS,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,"3300 TILLMAN DRIVE,BENSALEM,BUCKS,PA",PA,6387,40.1132999,-74.9627539
WASHINGTON,ADVANCED SURGICAL HOSPITAL,"100 TRICH DRIVE,WASHINGTON,WASHINGTON,PA",PA,17929,40.1567352,-80.27946
MONTGOMERY,PHYSICIANS CARE SURGICAL HOSPITAL,"454 ENTERPRISE DRIVE,ROYERSFORD,MONTGOMERY,PA",PA,41558,40.275824,-75.25711
YORK,OSS ORTHOPAEDIC HOSPITAL,"1861 POWDER MILL RD,YORK,YORK,PA",PA,5320,39.917163,-76.6956295
NORTHAMPTON,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,"1872 ST LUKE'S BLVD,EASTON,NORTHAMPTON,PA",PA,4162,40.60861,-75.392606
YORK,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,"55 MONUMENT ROAD,YORK,YORK,PA",PA,5320,39.9261765,-76.7189365
ALLEGHENY,UPMC EAST,"2775 MOSSIDE BOULEVARD,MONROEVILLE,ALLEGHENY,PA",PA,6435,40.4369946,-79.7599366
MONTGOMERY,EINSTEIN MEDICAL CENTER MONTGOMERY,"559 WEST GERMANTOWN PIKE,EAST NORRITON,MONTGOMERY,PA",PA,41558,40.1534091,-75.3420248
MONROE,ST LUKE'S HOSPITAL - MONROE CAMPUS,"100 ST LUKE'S LANE,STROUDSBURG,MONROE,PA",PA,10026,40.216772,-74.967195
PHILADELPHIA,WILLS EYE HOSPITAL,"840 WALNUT STREET,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,39.9480201,-75.1550189
LYCOMING,GEISINGER JERSEY SHORE HOSPITAL,"1020 THOMPSON STREET,JERSEY SHORE,LYCOMING,PA",PA,274,41.2022535,-77.2680104
LYCOMING,UPMC SUSQUEHANNA MUNCY,"215 EAST WATER STREET,MUNCY,LYCOMING,PA",PA,274,41.2097521,-76.7753043
SOMERSET,CONEMAUGH MEYERSDALE MEDICAL CENTER,"200 HOSPITAL DRIVE,MEYERSDALE,SOMERSET,PA",PA,5303,39.809013,-79.0251171
FULTON,FULTON COUNTY MEDICAL CENTER,"214 PEACH ORCHARD ROAD,MCCONNELLSBURG,FULTON,PA",PA,13918,39.880598,-76.585203
BRADFORD,TROY COMMUNITY HOSPITAL,"275 GUTHRIE DRIVE,TROY,BRADFORD,PA",PA,262,40.005583,-75.707518
SUSQUEHANNA,ENDLESS MOUNTAINS HEALTH SYSTEMS,"100 HOSPITAL DRIVE,MONTROSE,SUSQUEHANNA,PA",PA,195,41.870359,-75.73423
BLAIR,TYRONE REGIONAL HEALTH NETWORK,"187 HOSPITAL DRIVE,TYRONE,BLAIR,PA",PA,142,40.195259,-76.576994
ERIE,LECOM HEALTH CORRY MEMORIAL HOSPITAL,"965 SHAMROCK LANE,CORRY,ERIE,PA",PA,9210,41.936137,-79.6129627
SUSQUEHANNA,BARNES-KASSON COUNTY HOSPITAL,"2872 TURNPIKE STREET,SUSQUEHANNA,SUSQUEHANNA,PA",PA,195,41.9473754,-75.5941177
JEFFERSON,PENN HIGHLANDS BROOKVILLE,"100 HOSPITAL ROAD,BROOKVILLE,JEFFERSON,PA",PA,26142,41.1563667,-79.0934389
POTTER,UPMC COLE,"1001 EAST SECOND STREET,COUDERSPORT,POTTER,PA",PA,3178,41.7723479,-77.9807905
ELK,PENN HIGHLANDS ELK,"763 JOHNSONBURG ROAD,SAINT MARYS,ELK,PA",PA,38,41.4267876,-78.5787625
TIOGA,UPMC SUSQUEHANNA SOLDIERS & SAILORS,"32-36 CENTRAL AVENUE,WELLSBORO,TIOGA,PA",PA,205,41.7459329,-77.2996701
ALLEGHENY,UPMC CHILDREN'S HOSPITAL OF PITTSBURGH,"ONE CHILDREN'S HOSPITAL DRIVE,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.4664923,-79.9523003
PHILADELPHIA,CHILDREN'S HOSPITAL OF PHILADELPHIA,"34TH ST & CIVIC CENTER BLVD,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,39.955843,-75.191464
ALLEGHENY,CHILDREN'S HOME OF PITTSBURGH,"5324 PENN AVENUE,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.4640877,-79.9375297
PHILADELPHIA,ST CHRISTOPHER'S HOSPITAL FOR CHILDREN,"160 EAST ERIE AVE,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.0062786,-75.1256327
PHILADELPHIA,SHRINERS HOSPITALS FOR CHILDREN - PHILADELPHIA,"3551 N BROAD STREET,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.0068091,-75.1511474
MONTGOMERY,NORRISTOWN STATE HOSPITAL,"1001 STERIGERE STREET,NORRISTOWN,MONTGOMERY,PA",PA,41558,40.1336528,-75.3486591
MONTOUR,DANVILLE STATE HOSPITAL,"50 KIRKBRIDE DRIVE,DANVILLE,MONTOUR,PA",PA,86,39.735599,-77.469171
PHILADELPHIA,FRIENDS HOSPITAL,"4641 ROOSEVELT BOULEVARD,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.02696,-75.1029711
LACKAWANNA,CLARKS SUMMIT STATE HOSPITAL,"1451 HILLSIDE DRIVE,CLARKS SUMMIT,LACKAWANNA,PA",PA,1808,41.48869,-75.70852
BERKS,WERNERSVILLE STATE HOSPITAL,"160 MAIN STREET,WERNERSVILLE,BERKS,PA",PA,4845,40.33009,-76.0805
WARREN,WARREN STATE HOSPITAL,"33 MAIN DRIVE,NORTH WARREN,WARREN,PA",PA,7029,41.8795038,-79.1469895
LEBANON,PHILHAVEN HOSPITAL,"283 SOUTH BUTLER ROAD,MT GRETNA,LEBANON,PA",PA,1500,40.243828,-76.477626
PHILADELPHIA,BELMONT BEHAVIORAL HOSPITAL,"4200 MONUMENT AVENUE,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.002641,-75.21493
WESTMORELAND,TORRANCE STATE HOSPITAL,"121 LONGVIEW DRIVE,TORRANCE,WESTMORELAND,PA",PA,1361,40.4174905,-79.2363888
PHILADELPHIA,FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,"561 FAIRTHORNE AVENUE,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.0425262,-75.2236698
MONTGOMERY,"MONTGOMERY COUNTY EMERGENCY SERVICE, INC","50 BEECH DRIVE,NORRISTOWN,MONTGOMERY,PA",PA,41558,41.335031,-77.053581
MONTGOMERY,HORSHAM CLINIC,"722 EAST BUTLER PIKE,AMBLER,MONTGOMERY,PA",PA,41558,40.1639936,-75.209849
BUCKS,FOUNDATIONS BEHAVIORAL HEALTH,"833 EAST BUTLER AVE,DOYLESTOWN,BUCKS,PA",PA,6387,40.299981,-75.164744
LUZERNE,FIRST HOSPITAL OF WYOMING VALLEY,"562 WYOMING AVENUE,KINGSTON,LUZERNE,PA",PA,3071,41.2700372,-75.8896314
MONTGOMERY,BROOKE GLEN BEHAVIORAL HOSPITAL,"7170 LAFAYETTE AVENUE,FORT WASHINGTON,MONTGOMERY,PA",PA,41558,40.1349509,-75.2161912
DAUPHIN,PENNSYLVANIA PSYCHIATRIC INSTITUTE,"2501 NORTH THIRD STREET,HARRISBURG,DAUPHIN,PA",PA,2420,40.263756,-76.910347
BERKS,HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,"145 NORTH 6TH STREET,READING,BERKS,PA",PA,4845,40.3376179,-75.9257312
PHILADELPHIA,HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,"3301 SCOTTS LANE, FOUR FALLS BUILDING,PHILADELPHIA,PHILADELPHIA,PA",PA,23925,40.01095,-75.186092
ALLEGHENY,LIFECARE BEHAVIORAL HEALTH HOSPITAL,"225 PENN AVENUE 2ND FLOOR,PITTSBURGH,ALLEGHENY,PA",PA,6435,40.44062,-79.99589
